"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AU1","AU2","AW1","AW2","AX1","AX2","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MW1","OC1","OD1","OE1","OE2","OE3","REM","EQD"
"72484653123","2024-02-24T04:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","290,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0128,5","+0000,5","10218,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10203,5,09417,5",,,,,,,,,,,"MET09002/23/24 20:53:03 METAR KVGT 240453Z 29005KT 10SM CLR 13/00 A3013 RMK AO2 SLP218 T01280000",
"72484653123","2024-02-24T05:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","310,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0128,5","-0028,5","10213,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0189,1","060,N,+0122,1",,,,,,,,,"10200,5,09413,5","8,9,002,9,+999,9",,,,,,,,,,"MET10902/23/24 21:53:03 METAR KVGT 240553Z 31003KT 10SM CLR 13/M03 A3012 RMK AO2 SLP213 T01281028 10189 20122 58002",
"72484653123","2024-02-24T06:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","290,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0128,5","-0033,5","10212,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10200,5,09413,5",,,,,,,,,,,"MET09102/23/24 22:53:03 METAR KVGT 240653Z 29006KT 10SM CLR 13/M03 A3012 RMK AO2 SLP212 T01281033",
"72484653123","2024-02-24T07:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","270,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0122,5","-0033,5","10214,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0200,1","240,N,+0089,1",,,,,,,,,"10203,5,09417,5",,,,,,,,,,,"MET10102/23/24 23:53:03 METAR KVGT 240753Z 27003KT 10SM CLR 12/M03 A3013 RMK AO2 SLP214 T01221033 402000089",
"72484653123","2024-02-24T07:59:00","6","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","SOD  ","KVGT ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0200,5","240,N,+0089,5",,,,,,,,,,,"09431,4,10210,4",,,,,,"1,24,00805,320,9999,5","2,24,00581,320,9999,5","3,24,00148,999,9999,5","SOD69224 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 6824 HR MIN TEMP (F): 48AVERAGE STATION PRESSURE:27.850 MINIMUM SEA LEVEL PRESSURE:30.15 TIME OF OCCURRENCE:2255 PEAK WIND SPEED (MPH): 18 PEAK WIND DIR (DEG):320 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):320 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.3 24 HR AVG TEMP (F): 58DEPART FROM NORMAL:  4  HEATING DEGREE DAYS:  7 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):68  LATEST NIGHT MIN TEMP(1900-0800 LST):48 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72484653123","2024-02-24T08:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","240,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0111,5","-0028,5","10214,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10203,5,09417,5","2,9,001,9,+999,9",,,,,,,,,,"MET09702/24/24 00:53:02 METAR KVGT 240853Z 24003KT 10SM CLR 11/M03 A3013 RMK AO2 SLP214 T01111028 52001",
"72484653123","2024-02-24T09:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","300,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0106,5","-0017,5","10209,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10200,5,09413,5",,,,,,,,,,,"MET09102/24/24 01:53:02 METAR KVGT 240953Z 30004KT 10SM CLR 11/M02 A3012 RMK AO2 SLP209 T01061017",
"72484653123","2024-02-24T10:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","280,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0106,5","-0022,5","10209,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10196,5,09410,5",,,,,,,,,,,"MET09102/24/24 02:53:02 METAR KVGT 241053Z 28005KT 10SM CLR 11/M02 A3011 RMK AO2 SLP209 T01061022",
"72484653123","2024-02-24T11:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0100,5","-0017,5","10210,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0133,1","060,N,+0094,1",,,,,,,,,"10200,5,09413,5","5,9,003,9,+999,9",,,,,,,,,,"MET10902/24/24 03:53:02 METAR KVGT 241153Z 00000KT 10SM CLR 10/M02 A3012 RMK AO2 SLP210 T01001017 10133 20094 55003",
"72484653123","2024-02-24T12:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","280,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0111,5","-0022,5","10210,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10200,5,09413,5",,,,,,,,,,,"MET09102/24/24 04:53:02 METAR KVGT 241253Z 28004KT 10SM CLR 11/M02 A3012 RMK AO2 SLP210 T01111022",
"72484653123","2024-02-24T13:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","320,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0117,5","-0022,5","10209,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10200,5,09413,5",,,,,,,,,,,"MET09102/24/24 05:53:02 METAR KVGT 241353Z 32009KT 10SM CLR 12/M02 A3012 RMK AO2 SLP209 T01171022",
"72484653123","2024-02-24T14:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","290,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0117,5","-0017,5","10217,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10207,5,09420,5","3,9,007,9,+999,9",,,,,,,,,,"MET10202/24/24 06:53:02 METAR KVGT 241453Z 29006KT 10SM CLR 12/M02 A3014 RMK AO2 SLP217 T01171017 53007 (HE)",
"72484653123","2024-02-24T15:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0122,5","-0011,5","10223,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10210,5,09423,5",,,,,,,,,,,"MET09602/24/24 07:53:02 METAR KVGT 241553Z 00000KT 10SM CLR 12/M01 A3015 RMK AO2 SLP223 T01221011 (LA)",
"72484653123","2024-02-24T16:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0139,5","-0017,5","10226,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10213,5,09426,5",,,,,,,,,,,"MET09602/24/24 08:53:02 METAR KVGT 241653Z 00000KT 10SM CLR 14/M02 A3016 RMK AO2 SLP226 T01391017 (LA)",
"72484653123","2024-02-24T17:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0156,5","-0022,5","10223,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0156,1","060,N,+0100,1",,,,,,,,,"10210,5,09423,5","0,9,006,9,+999,9",,,,,,,,,,"MET11402/24/24 09:53:02 METAR KVGT 241753Z 00000KT 10SM CLR 16/M02 A3015 RMK AO2 SLP223 T01561022 10156 20100 50006 (EZ)",
"72484653123","2024-02-24T18:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","180,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0161,5","-0022,5","10225,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10213,5,09426,5",,,,,,,,,,,"MET09602/24/24 10:53:02 METAR KVGT 241853Z 18004KT 10SM CLR 16/M02 A3016 RMK AO2 SLP225 T01611022 (HE)",
"72484653123","2024-02-24T19:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0183,5","-0033,5","10214,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10203,5,09417,5",,,,,,,,,,,"MET09602/24/24 11:53:02 METAR KVGT 241953Z 00000KT 10SM CLR 18/M03 A3013 RMK AO2 SLP214 T01831033 (PS)",
"72484653123","2024-02-24T20:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","130,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0189,5","-0039,5","10205,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10193,5,09407,5","8,9,016,9,+999,9",,,,,,,,,,"MET10202/24/24 12:53:02 METAR KVGT 242053Z 13005KT 10SM CLR 19/M04 A3010 RMK AO2 SLP205 T01891039 58016 (PS)",
"72484653123","2024-02-24T21:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","070,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0189,5","-0039,5","10195,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10183,5,09398,5",,,,,,,,,,,"MET09602/24/24 13:53:02 METAR KVGT 242153Z 07003KT 10SM CLR 19/M04 A3007 RMK AO2 SLP195 T01891039 (PS)",
"72484653123","2024-02-24T22:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","090,5,V,0036,5","22000,5,9,N","016093,5,N,5","+0200,5","-0056,5","10185,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10176,5,09391,5",,,,,,,,,,,"MET09602/24/24 14:53:02 METAR KVGT 242253Z 09007KT 10SM CLR 20/M06 A3005 RMK AO2 SLP185 T02001056 (CM)",
"72484653123","2024-02-24T23:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","090,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0200,5","-0050,5","10182,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0206,1","060,N,+0150,1",,,,,,,,,"10173,5,09388,5","6,9,021,9,+999,9",,,,,,,,,,"MET11402/24/24 15:53:02 METAR KVGT 242353Z 09005KT 10SM CLR 20/M05 A3004 RMK AO2 SLP182 T02001050 10206 20150 56021 (CM)",
"72484653123","2024-02-25T00:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","070,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0194,5","-0039,5","10184,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10176,5,09391,5",,,,,,,,,,,"MET09602/24/24 16:53:03 METAR KVGT 250053Z 07005KT 10SM CLR 19/M04 A3005 RMK AO2 SLP184 T01941039 (PS)",
"72484653123","2024-02-25T01:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","070,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0183,5","-0033,5","10185,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10176,5,09391,5",,,,,,,,,,,"MET09602/24/24 17:53:03 METAR KVGT 250153Z 07004KT 10SM CLR 18/M03 A3005 RMK AO2 SLP185 T01831033 (PS)",
"72484653123","2024-02-25T02:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0172,5","-0022,5","10192,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10179,5,09394,5","3,9,008,9,+999,9",,,,,,,,,,"MET10202/24/24 18:53:03 METAR KVGT 250253Z 00000KT 10SM CLR 17/M02 A3006 RMK AO2 SLP192 T01721022 53008 (PS)",
"72484653123","2024-02-25T03:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","290,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0161,5","-0006,5","10194,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10183,5,09398,5",,,,,,,,,,,"MET09602/24/24 19:53:03 METAR KVGT 250353Z 29003KT 10SM CLR 16/M01 A3007 RMK AO2 SLP194 T01611006 (MZ)",
"72484653123","2024-02-25T04:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","300,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0150,5","+0006,5","10197,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10186,5,09401,5",,,,,,,,,,,"MET09002/24/24 20:53:03 METAR KVGT 250453Z 30004KT 10SM CLR 15/01 A3008 RMK AO2 SLP197 T01500006",
"72484653123","2024-02-25T05:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","290,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0133,5","+0011,5","10200,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0206,1","060,N,+0133,1",,,,,,,,,"10190,5,09404,5","3,9,008,9,+999,9",,,,,,,,,,"MET10802/24/24 21:53:03 METAR KVGT 250553Z 29004KT 10SM CLR 13/01 A3009 RMK AO2 SLP200 T01330011 10206 20133 53008",
"72484653123","2024-02-25T06:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","320,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0122,5","+0011,5","10201,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10190,5,09404,5",,,,,,,,,,,"MET09002/24/24 22:53:03 METAR KVGT 250653Z 32005KT 10SM CLR 12/01 A3009 RMK AO2 SLP201 T01220011",
"72484653123","2024-02-25T07:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","310,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0111,5","+0011,5","10200,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0206,1","240,N,+0094,1",,,,,,,,,"10190,5,09404,5",,,,,,,,,,,"MET10002/24/24 23:53:03 METAR KVGT 250753Z 31006KT 10SM CLR 11/01 A3009 RMK AO2 SLP200 T01110011 402060094",
"72484653123","2024-02-25T07:59:00","6","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","SOD  ","KVGT ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0206,5","240,N,+0094,5",,,,,,,,,,,"09406,4,10183,4",,,,,,"1,24,00849,120,9999,5","2,24,00536,320,9999,5","3,24,00183,999,9999,5","SOD69224 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 6924 HR MIN TEMP (F): 49AVERAGE STATION PRESSURE:27.775 MINIMUM SEA LEVEL PRESSURE:30.07 TIME OF OCCURRENCE:1735 PEAK WIND SPEED (MPH): 19 PEAK WIND DIR (DEG):120 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):320 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.1 24 HR AVG TEMP (F): 59DEPART FROM NORMAL:  5  HEATING DEGREE DAYS:  6 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):69  LATEST NIGHT MIN TEMP(1900-0800 LST):49 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72484653123","2024-02-25T08:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","300,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0106,5","+0017,5","10200,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10190,5,09404,5","1,9,000,9,+999,9",,,,,,,,,,"MET09602/25/24 00:53:02 METAR KVGT 250853Z 30006KT 10SM CLR 11/02 A3009 RMK AO2 SLP200 T01060017 51000","Q011     3APCTEN"
"72484653123","2024-02-25T09:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","310,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0100,5","+0006,5","10197,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10186,5,09401,5",,,,,,,,,,,"MET09002/25/24 01:53:02 METAR KVGT 250953Z 31003KT 10SM CLR 10/01 A3008 RMK AO2 SLP197 T01000006",
"72484653123","2024-02-25T10:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","310,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0100,5","+0006,5","10193,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10183,5,09398,5",,,,,,,,,,,"MET09002/25/24 02:53:02 METAR KVGT 251053Z 31004KT 10SM CLR 10/01 A3007 RMK AO2 SLP193 T01000006",
"72484653123","2024-02-25T11:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","310,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0094,5","+0006,5","10194,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0133,1","060,N,+0094,1",,,,,,,,,"10183,5,09398,5","5,9,006,9,+999,9",,,,,,,,,,"MET10802/25/24 03:53:02 METAR KVGT 251153Z 31004KT 10SM CLR 09/01 A3007 RMK AO2 SLP194 T00940006 10133 20094 55006",
"72484653123","2024-02-25T12:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","290,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0094,5","+0006,5","10196,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10183,5,09398,5",,,,,,,,,,,"MET09002/25/24 04:53:02 METAR KVGT 251253Z 29005KT 10SM CLR 09/01 A3007 RMK AO2 SLP196 T00940006",
"72484653123","2024-02-25T13:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","290,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0089,5","+0011,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10186,5,09401,5",,,,,,,,,,,"MET09502/25/24 05:53:02 METAR KVGT 251353Z 29005KT 10SM CLR 09/01 A3008 RMK AO2 SLP199 T00890011 (LA)",
"72484653123","2024-02-25T14:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0089,5","+0011,5","10202,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10190,5,09404,5","3,9,005,9,+999,9",,,,,,,,,,"MET10102/25/24 06:53:02 METAR KVGT 251453Z 00000KT 10SM CLR 09/01 A3009 RMK AO2 SLP202 T00890011 53005 (PS)",
"72484653123","2024-02-25T15:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0106,5","+0011,5","10211,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10196,5,09410,5",,,,,,,,,,,"MET09502/25/24 07:53:02 METAR KVGT 251553Z 00000KT 10SM CLR 11/01 A3011 RMK AO2 SLP211 T01060011 (LA)",
"72484653123","2024-02-25T16:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","050,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0133,5","+0011,5","10210,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10200,5,09413,5",,,,,,,,,,,"MET09502/25/24 08:53:02 METAR KVGT 251653Z 05003KT 10SM CLR 13/01 A3012 RMK AO2 SLP210 T01330011 (LA)",
